filename,width,height,class,xmin,ymin,xmax,ymax
www.chess.com_analysis_game_live_17620852077_tab=analysis (3).png,800,800,p,119,219,178,293
www.chess.com_analysis_game_live_17620852077_tab=analysis (3).png,800,800,p,20,119,79,193
www.chess.com_analysis_game_live_17620852077_tab=analysis (3).png,800,800,Q,307,508,392,594
www.chess.com_analysis_game_live_17620852077_tab=analysis (3).png,800,800,n,613,208,686,294
www.chess.com_analysis_game_live_17620852077_tab=analysis (3).png,800,800,q,307,108,392,194
www.chess.com_analysis_game_live_17620852077_tab=analysis (3).png,800,800,r,18,14,83,94
www.chess.com_analysis_game_live_17620852077_tab=analysis (3).png,800,800,k,405,5,491,96
www.chess.com_analysis_game_live_17620852077_tab=analysis (3).png,800,800,b,516,6,583,94
www.chess.com_analysis_game_live_17620852077_tab=analysis (3).png,800,800,r,718,14,783,94
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,R,220,712,282,793
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,P,18,619,81,694
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,P,117,620,180,695
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,P,517,620,580,695
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,P,318,420,381,495
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,P,617,420,680,495
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,P,417,320,480,395
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,K,608,506,692,595
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,Q,109,108,193,193
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,p,320,320,380,393
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,p,419,221,479,294
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,p,519,122,579,195
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,p,619,121,679,194
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,p,120,220,180,293
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,p,19,121,79,194
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,q,307,7,392,94
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,k,408,5,493,93
www.chess.com_analysis_game_live_17620852077_tab=analysis (4).png,800,800,r,518,14,582,94
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,P,21,620,80,694
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,P,120,620,179,694
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,P,221,620,280,694
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,P,321,620,380,694
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,P,521,619,580,693
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,P,619,620,678,694
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,P,719,619,778,693
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,P,420,421,479,495
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,R,19,713,81,793
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,N,114,710,184,794
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,B,218,707,281,793
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,Q,308,708,393,794
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,K,409,706,491,793
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,B,517,707,581,794
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,N,614,710,685,793
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,R,719,714,781,793
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,p,20,120,78,193
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,p,120,120,178,193
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,p,221,120,279,193
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,p,321,120,379,193
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,p,421,121,479,194
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,p,521,121,579,194
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,p,620,121,678,194
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,p,721,121,779,194
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,r,17,14,82,94
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,n,113,8,186,94
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,b,217,6,282,94
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,q,309,8,392,93
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,k,409,5,492,94
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,b,517,7,581,94
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,n,612,8,685,93
www.chess.com_analysis_game_live_17620852077_tab=analysis.png,800,800,r,718,13,782,93
www.chess.com_game_live_17859707269.png,640,640,r,13,492,66,556
www.chess.com_game_live_17859707269.png,640,640,b,94,486,144,555
www.chess.com_game_live_17859707269.png,640,640,N,90,407,148,476
www.chess.com_game_live_17859707269.png,640,640,R,333,490,387,555
www.chess.com_game_live_17859707269.png,640,640,K,487,485,553,556
www.chess.com_game_live_17859707269.png,640,640,p,337,416,383,475
www.chess.com_game_live_17859707269.png,640,640,P,498,416,542,475
www.chess.com_game_live_17859707269.png,640,640,P,578,336,622,395
www.chess.com_game_live_17859707269.png,640,640,P,418,336,462,395
www.chess.com_game_live_17859707269.png,640,640,P,258,257,302,316
www.chess.com_game_live_17859707269.png,640,640,P,177,256,221,315
www.chess.com_game_live_17859707269.png,640,640,Q,167,326,233,395
www.chess.com_game_live_17859707269.png,640,640,p,97,336,143,395
www.chess.com_game_live_17859707269.png,640,640,p,257,176,303,235
www.chess.com_game_live_17859707269.png,640,640,p,417,257,463,316
www.chess.com_game_live_17859707269.png,640,640,p,497,178,543,237
www.chess.com_game_live_17859707269.png,640,640,p,577,257,623,316
www.chess.com_game_live_17859707269.png,640,640,q,7,327,74,396
www.chess.com_game_live_17859707269.png,640,640,k,408,84,474,155
www.chess.com_play_computer (1).png,844,844,P,443,549,507,627
www.chess.com_play_computer (1).png,844,844,P,337,654,401,732
www.chess.com_play_computer (1).png,844,844,P,759,654,823,732
www.chess.com_play_computer (1).png,844,844,P,654,654,718,732
www.chess.com_play_computer (1).png,844,844,P,547,654,611,732
www.chess.com_play_computer (1).png,844,844,P,20,654,84,732
www.chess.com_play_computer (1).png,844,844,P,125,653,189,731
www.chess.com_play_computer (1).png,844,844,P,231,653,295,731
www.chess.com_play_computer (1).png,844,844,p,443,338,505,415
www.chess.com_play_computer (1).png,844,844,p,760,126,822,203
www.chess.com_play_computer (1).png,844,844,p,654,127,716,204
www.chess.com_play_computer (1).png,844,844,p,549,127,611,204
www.chess.com_play_computer (1).png,844,844,p,337,126,399,203
www.chess.com_play_computer (1).png,844,844,p,232,127,294,204
www.chess.com_play_computer (1).png,844,844,p,126,127,188,204
www.chess.com_play_computer (1).png,844,844,p,20,126,82,203
www.chess.com_play_computer (1).png,844,844,N,647,747,725,839
www.chess.com_play_computer (1).png,844,844,N,119,745,197,837
www.chess.com_play_computer (1).png,844,844,R,20,754,88,839
www.chess.com_play_computer (1).png,844,844,R,758,752,826,837
www.chess.com_play_computer (1).png,844,844,B,230,746,296,839
www.chess.com_play_computer (1).png,844,844,B,547,744,613,837
www.chess.com_play_computer (1).png,844,844,Q,324,746,415,838
www.chess.com_play_computer (1).png,844,844,K,432,744,520,837
www.chess.com_play_computer (1).png,844,844,r,15,13,90,100
www.chess.com_play_computer (1).png,844,844,r,757,13,829,100
www.chess.com_play_computer (1).png,844,844,n,118,8,199,99
www.chess.com_play_computer (1).png,844,844,b,228,7,297,99
www.chess.com_play_computer (1).png,844,844,q,325,8,413,99
www.chess.com_play_computer (1).png,844,844,k,431,7,520,98
www.chess.com_play_computer (1).png,844,844,b,544,7,614,99
www.chess.com_play_computer (1).png,844,844,n,647,8,729,100
www.chess.com_play_computer (15).png,783,783,k,108,691,189,778
www.chess.com_play_computer (15).png,783,783,p,609,607,666,680
www.chess.com_play_computer (15).png,783,783,n,307,301,377,386
www.chess.com_play_computer (15).png,783,783,r,116,12,178,93
www.chess.com_play_computer (15).png,783,783,q,7,8,90,92
www.chess.com_play_computer (15).png,783,783,P,705,607,763,679
www.chess.com_play_computer (15).png,783,783,P,705,411,763,485
www.chess.com_play_computer (15).png,783,783,K,596,103,676,192
www.chess.com_play_computer (16).png,783,783,R,14,699,82,779
www.chess.com_play_computer (16).png,783,783,B,210,690,278,777
www.chess.com_play_computer (16).png,783,783,Q,300,691,385,781
www.chess.com_play_computer (16).png,783,783,K,400,690,480,778
www.chess.com_play_computer (16).png,783,783,N,600,693,671,777
www.chess.com_play_computer (16).png,783,783,R,701,698,767,777
www.chess.com_play_computer (16).png,783,783,P,705,607,762,680
www.chess.com_play_computer (16).png,783,783,P,608,607,665,680
www.chess.com_play_computer (16).png,783,783,P,216,607,272,679
www.chess.com_play_computer (16).png,783,783,P,119,608,176,679
www.chess.com_play_computer (16).png,783,783,P,20,607,76,679
www.chess.com_play_computer (16).png,783,783,P,509,508,568,582
www.chess.com_play_computer (16).png,783,783,P,411,411,470,484
www.chess.com_play_computer (16).png,783,783,P,216,312,273,387
www.chess.com_play_computer (16).png,783,783,N,209,499,279,582
www.chess.com_play_computer (16).png,783,783,B,112,299,179,387
www.chess.com_play_computer (16).png,783,783,p,705,312,764,386
www.chess.com_play_computer (16).png,783,783,p,509,215,567,288
www.chess.com_play_computer (16).png,783,783,p,413,217,469,289
www.chess.com_play_computer (16).png,783,783,n,209,204,280,291
www.chess.com_play_computer (16).png,783,783,p,607,116,665,193
www.chess.com_play_computer (16).png,783,783,p,313,116,373,191
www.chess.com_play_computer (16).png,783,783,p,116,115,177,192
www.chess.com_play_computer (16).png,783,783,p,21,118,79,191
www.chess.com_play_computer (16).png,783,783,q,202,105,286,191
www.chess.com_play_computer (16).png,783,783,r,16,12,81,93
www.chess.com_play_computer (16).png,783,783,b,212,5,276,92
www.chess.com_play_computer (16).png,783,783,k,399,4,481,92
www.chess.com_play_computer (16).png,783,783,b,506,7,570,92
www.chess.com_play_computer (16).png,783,783,n,599,8,672,92
www.chess.com_play_computer (16).png,783,783,r,703,13,767,93
www.chess.com_play_computer (17).png,783,783,R,314,699,374,778
www.chess.com_play_computer (17).png,783,783,R,705,698,767,778
www.chess.com_play_computer (17).png,783,783,P,705,607,763,679
www.chess.com_play_computer (17).png,783,783,K,498,591,579,679
www.chess.com_play_computer (17).png,783,783,P,214,606,274,681
www.chess.com_play_computer (17).png,783,783,P,19,510,79,582
www.chess.com_play_computer (17).png,783,783,B,14,397,81,484
www.chess.com_play_computer (17).png,783,783,N,110,301,182,386
www.chess.com_play_computer (17).png,783,783,n,210,400,280,484
www.chess.com_play_computer (17).png,783,783,P,408,410,469,484
www.chess.com_play_computer (17).png,783,783,N,501,498,574,581
www.chess.com_play_computer (17).png,783,783,P,608,509,666,582
www.chess.com_play_computer (17).png,783,783,p,705,313,763,387
www.chess.com_play_computer (17).png,783,783,p,606,312,666,388
www.chess.com_play_computer (17).png,783,783,p,509,214,568,289
www.chess.com_play_computer (17).png,783,783,p,409,212,470,290
www.chess.com_play_computer (17).png,783,783,p,117,212,176,290
www.chess.com_play_computer (17).png,783,783,p,312,117,372,191
www.chess.com_play_computer (17).png,783,783,r,701,14,769,93
www.chess.com_play_computer (17).png,783,783,n,599,6,673,93
www.chess.com_play_computer (17).png,783,783,k,400,5,481,94
www.chess.com_play_computer (17).png,783,783,q,302,8,386,92
www.chess.com_play_computer (17).png,783,783,b,210,6,277,93
www.chess.com_play_computer (17).png,783,783,r,14,13,82,93
www.chess.com_play_computer (18).png,844,844,K,432,744,520,839
www.chess.com_play_computer (18).png,844,844,P,20,655,85,734
www.chess.com_play_computer (18).png,844,844,P,547,444,614,522
www.chess.com_play_computer (18).png,844,844,r,756,437,827,523
www.chess.com_play_computer (18).png,844,844,b,333,429,405,523
www.chess.com_play_computer (18).png,844,844,p,129,336,191,418
www.chess.com_play_computer (18).png,844,844,p,232,229,294,311
www.chess.com_play_computer (18).png,844,844,p,338,230,400,312
www.chess.com_play_computer (18).png,844,844,p,655,126,717,208
www.chess.com_play_computer (18).png,844,844,p,550,125,612,207
www.chess.com_play_computer (18).png,844,844,p,21,125,84,207
www.chess.com_play_computer (18).png,844,844,k,325,109,415,207
www.chess.com_play_computer (18).png,844,844,N,119,114,198,208
www.chess.com_play_computer (19).png,844,844,r,16,648,87,734
www.chess.com_play_computer (19).png,844,844,P,551,654,611,734
www.chess.com_play_computer (19).png,844,844,P,550,548,610,627
www.chess.com_play_computer (19).png,844,844,P,762,443,822,521
www.chess.com_play_computer (19).png,844,844,P,233,441,294,522
www.chess.com_play_computer (19).png,844,844,K,642,638,730,733
www.chess.com_play_computer (19).png,844,844,b,123,428,191,523
www.chess.com_play_computer (19).png,844,844,p,20,125,84,205
www.chess.com_play_computer (19).png,844,844,p,337,126,401,206
www.chess.com_play_computer (19).png,844,844,p,549,126,613,206
www.chess.com_play_computer (19).png,844,844,p,655,126,719,206
www.chess.com_play_computer (19).png,844,844,p,760,126,824,206
www.chess.com_play_computer (19).png,844,844,b,227,5,297,100
www.chess.com_play_computer (19).png,844,844,r,758,14,825,100
www.chess.com_play_computer (19).png,844,844,k,219,109,308,205
www.chess.com_play_computer (2).png,844,844,R,19,753,88,838
www.chess.com_play_computer (2).png,844,844,N,118,747,198,839
www.chess.com_play_computer (2).png,844,844,B,229,745,298,838
www.chess.com_play_computer (2).png,844,844,K,429,744,519,838
www.chess.com_play_computer (2).png,844,844,N,648,747,725,840
www.chess.com_play_computer (2).png,844,844,R,758,754,825,838
www.chess.com_play_computer (2).png,844,844,P,762,654,823,733
www.chess.com_play_computer (2).png,844,844,P,656,655,717,733
www.chess.com_play_computer (2).png,844,844,P,550,654,612,733
www.chess.com_play_computer (2).png,844,844,Q,430,641,519,733
www.chess.com_play_computer (2).png,844,844,P,339,656,400,733
www.chess.com_play_computer (2).png,844,844,P,128,654,189,733
www.chess.com_play_computer (2).png,844,844,P,22,654,83,733
www.chess.com_play_computer (2).png,844,844,P,233,549,294,628
www.chess.com_play_computer (2).png,844,844,B,337,535,403,628
www.chess.com_play_computer (2).png,844,844,P,446,550,505,627
www.chess.com_play_computer (2).png,844,844,p,762,443,822,522
www.chess.com_play_computer (2).png,844,844,p,443,339,506,417
www.chess.com_play_computer (2).png,844,844,q,536,219,625,310
www.chess.com_play_computer (2).png,844,844,n,224,220,307,311
www.chess.com_play_computer (2).png,844,844,p,656,127,718,206
www.chess.com_play_computer (2).png,844,844,p,547,127,612,206
www.chess.com_play_computer (2).png,844,844,p,339,126,401,205
www.chess.com_play_computer (2).png,844,844,p,232,127,295,205
www.chess.com_play_computer (2).png,844,844,p,129,127,190,207
www.chess.com_play_computer (2).png,844,844,p,22,126,82,205
www.chess.com_play_computer (2).png,844,844,r,12,15,88,99
www.chess.com_play_computer (2).png,844,844,b,229,6,299,98
www.chess.com_play_computer (2).png,844,844,k,430,5,521,100
www.chess.com_play_computer (2).png,844,844,b,546,6,614,100
www.chess.com_play_computer (2).png,844,844,n,647,7,725,100
www.chess.com_play_computer (2).png,844,844,r,757,15,826,100
www.chess.com_play_computer (20).png,783,783,K,203,689,287,776
www.chess.com_play_computer (20).png,783,783,P,216,607,275,680
www.chess.com_play_computer (20).png,783,783,P,509,606,568,679
www.chess.com_play_computer (20).png,783,783,P,605,411,664,484
www.chess.com_play_computer (20).png,783,783,P,411,410,470,483
www.chess.com_play_computer (20).png,783,783,P,410,313,469,386
www.chess.com_play_computer (20).png,783,783,N,208,498,280,582
www.chess.com_play_computer (20).png,783,783,N,501,497,574,582
www.chess.com_play_computer (20).png,783,783,R,703,209,766,289
www.chess.com_play_computer (20).png,783,783,R,506,111,569,189
www.chess.com_play_computer (20).png,783,783,Q,498,7,580,92
www.chess.com_play_computer (20).png,783,783,k,204,201,285,289
www.chess.com_play_computer (20).png,783,783,p,216,315,276,387
www.chess.com_play_computer (20).png,783,783,p,120,411,175,484
www.chess.com_play_computer (20).png,783,783,r,17,406,81,484
www.chess.com_play_computer (21).png,783,783,K,400,689,481,777
www.chess.com_play_computer (21).png,783,783,p,411,410,469,485
www.chess.com_play_computer (21).png,783,783,p,706,312,764,387
www.chess.com_play_computer (21).png,783,783,k,400,299,482,386
www.chess.com_play_computer (21).png,783,783,n,307,301,379,387
www.chess.com_play_computer (21).png,783,783,n,502,204,577,289
www.chess.com_play_computer (21).png,783,783,r,703,209,767,290
www.chess.com_play_computer (21).png,783,783,r,18,12,81,93
www.chess.com_play_computer (22).png,783,783,R,19,699,81,777
www.chess.com_play_computer (22).png,783,783,N,110,694,182,777
www.chess.com_play_computer (22).png,783,783,K,400,691,481,778
www.chess.com_play_computer (22).png,783,783,R,704,698,766,777
www.chess.com_play_computer (22).png,783,783,P,20,606,76,678
www.chess.com_play_computer (22).png,783,783,P,119,607,175,679
www.chess.com_play_computer (22).png,783,783,P,215,608,271,680
www.chess.com_play_computer (22).png,783,783,P,510,607,566,679
www.chess.com_play_computer (22).png,783,783,P,608,608,664,680
www.chess.com_play_computer (22).png,783,783,P,705,607,761,679
www.chess.com_play_computer (22).png,783,783,P,412,412,468,484
www.chess.com_play_computer (22).png,783,783,Q,498,499,580,580
www.chess.com_play_computer (22).png,783,783,q,301,400,385,483
www.chess.com_play_computer (22).png,783,783,p,20,216,77,289
www.chess.com_play_computer (22).png,783,783,p,216,216,273,289
www.chess.com_play_computer (22).png,783,783,p,119,117,176,190
www.chess.com_play_computer (22).png,783,783,p,216,118,273,191
www.chess.com_play_computer (22).png,783,783,p,510,118,567,191
www.chess.com_play_computer (22).png,783,783,p,607,118,664,191
www.chess.com_play_computer (22).png,783,783,p,706,215,763,288
www.chess.com_play_computer (22).png,783,783,r,16,12,82,93
www.chess.com_play_computer (22).png,783,783,r,702,13,766,92
www.chess.com_play_computer (22).png,783,783,b,211,5,276,91
www.chess.com_play_computer (22).png,783,783,k,399,4,481,92
www.chess.com_play_computer (22).png,783,783,b,506,7,571,93
www.chess.com_play_computer (23).png,783,783,R,18,700,81,777
www.chess.com_play_computer (23).png,783,783,K,497,690,580,779
www.chess.com_play_computer (23).png,783,783,R,702,602,768,679
www.chess.com_play_computer (23).png,783,783,P,508,607,570,679
www.chess.com_play_computer (23).png,783,783,B,311,594,375,679
www.chess.com_play_computer (23).png,783,783,P,21,605,78,679
www.chess.com_play_computer (23).png,783,783,P,216,506,273,580
www.chess.com_play_computer (23).png,783,783,P,705,508,762,582
www.chess.com_play_computer (23).png,783,783,P,608,410,665,484
www.chess.com_play_computer (23).png,783,783,P,314,312,371,386
www.chess.com_play_computer (23).png,783,783,P,118,410,175,484
www.chess.com_play_computer (23).png,783,783,N,12,498,84,581
www.chess.com_play_computer (23).png,783,783,p,216,411,272,484
www.chess.com_play_computer (23).png,783,783,p,707,412,761,483
www.chess.com_play_computer (23).png,783,783,p,607,314,665,386
www.chess.com_play_computer (23).png,783,783,p,509,313,566,386
www.chess.com_play_computer (23).png,783,783,b,701,199,767,289
www.chess.com_play_computer (23).png,783,783,n,502,204,573,288
www.chess.com_play_computer (23).png,783,783,n,13,399,83,484
www.chess.com_play_computer (23).png,783,783,p,18,314,77,386
www.chess.com_play_computer (23).png,783,783,p,217,215,273,288
www.chess.com_play_computer (23).png,783,783,p,119,117,175,190
www.chess.com_play_computer (23).png,783,783,q,301,104,385,192
www.chess.com_play_computer (23).png,783,783,k,401,104,480,189
www.chess.com_play_computer (23).png,783,783,r,604,13,669,94
www.chess.com_play_computer (23).png,783,783,b,211,5,277,93
www.chess.com_play_computer (23).png,783,783,r,17,13,81,93
www.chess.com_play_computer (24).png,783,783,K,499,690,579,778
www.chess.com_play_computer (24).png,783,783,P,509,508,569,580
www.chess.com_play_computer (24).png,783,783,P,705,410,762,484
www.chess.com_play_computer (24).png,783,783,Q,499,400,581,482
www.chess.com_play_computer (24).png,783,783,Q,203,7,288,92
www.chess.com_play_computer (24).png,783,783,R,115,112,179,190
www.chess.com_play_computer (24).png,783,783,R,18,14,84,93
www.chess.com_play_computer (24).png,783,783,k,301,298,384,385
www.chess.com_play_computer (25).png,696,696,R,276,621,333,690
www.chess.com_play_computer (25).png,696,696,R,448,622,505,691
www.chess.com_play_computer (25).png,696,696,P,628,539,676,604
www.chess.com_play_computer (25).png,696,696,P,540,538,588,603
www.chess.com_play_computer (25).png,696,696,P,454,539,502,604
